#sampled,frames_original_timestamp,frames_read_started,frames_read,frames_pushed,frontend_frames_received,frontend_preintegration_computed,frontend_pyramid_created,frontend_tracking_ended,frontend_recall_ended,frontend_detection_cam0_ended,frontend_matching_ended,frontend_detection_cami_ended,frontend_filter_ended,frontend_keypoints_pushed,backend_keypoints_received,backend_observations_processed,backend_cumulative_linearization_ended,backend_cumulative_solver_ended,backend_cumulative_backsubstitution_ended,backend_cumulative_error_computed,backend_optimization_ended,backend_marginalization_ended,backend_state_pushed,consumer_state_received,consumer_state_pushed,vit_consumer_pose_received,received_by_monado
7533169949994,7533169949994,36423713999774,36423714472189,36423714472349,36423714494761,36423714563721,36423715533247,36423722030508,36423722034435,36423722792515,36423723907254,36423725984154,36423726011065,36423726011475,36423726033447,36423726227360,36423727303288,36423731287762,36423731545113,36423731730428,36423732278145,36423732590850,36423732611750,36423732639732,36423732642487,36423739819742,36423739872982
7533203239694,7533203239694,36423747133443,36423747578497,36423747578687,36423747612040,36423747682091,36423748821365,36423755444863,36423755448469,36423756203123,36423757332569,36423759847079,36423759875182,36423759875663,36423759910338,36423760099432,36423760565035,36423762814468,36423762987090,36423763113287,36423763585803,36423763844217,36423763855548,36423763883401,36423763889282,36423774023616,36423774094519
7533236526994,7533236526994,36423780780063,36423781283706,36423781284207,36423781321036,36423781394343,36423782575326,36423789645160,36423789648396,36423790458994,36423791864247,36423794330907,36423794354512,36423794355433,36423794397823,36423794593940,36423794975375,36423796276332,36423796353197,36423796433617,36423796772331,36423796992473,36423797013463,36423797039531,36423797042838,36423806476971,36423806543335
7533269816894,7533269816894,36423814891984,36423815439320,36423815439480,36423815473033,36423815539407,36423816906768,36423823745149,36423823750108,36423824732478,36423826043755,36423828405409,36423828425947,36423828426328,36423828461113,36423828647352,36423829063021,36423831907378,36423832060165,36423832230103,36423832692870,36423832873769,36423832886102,36423832915978,36423833028068,36423839198547,36423839263519
7533303110494,7533303110494,36423846465090,36423846857605,36423846857725,36423846888964,36423846948565,36423848168711,36423854659140,36423854661925,36423855251589,36423856248236,36423858063377,36423858084166,36423858084536,36423858114903,36423858311351,36423858817519,36423860953870,36423861103249,36423861225068,36423861588220,36423861752948,36423861764019,36423861792112,36423861795147,36423873828299,36423873891628
7533336393694,7533336393694,36423880104065,36423880524683,36423880524864,36423880560911,36423880625602,36423881717898,36423888334543,36423888337068,36423888917816,36423889851084,36423891643211,36423891656897,36423891657037,36423891675262,36423891871439,36423892665866,36423895287118,36423895452267,36423895638507,36423896135787,36423896260852,36423896282011,36423896319932,36423896323048,36423906581625,36423906636358
7533369685194,7533369685194,36423914050497,36423914481554,36423914481604,36423914511681,36423914575871,36423915567138,36423921818448,36423921820823,36423922371524,36423923140986,36423924991512,36423925012662,36423925012933,36423925034583,36423925615431,36423926167455,36423927866928,36423927955765,36423928046234,36423928497811,36423928720618,36423928737940,36423928768277,36423928770501,36423939811515,36423939874603
7533402978994,7533402978994,36423946821436,36423947280536,36423947280606,36423947315762,36423947385262,36423948401586,36423954660421,36423954662986,36423955226962,36423956108173,36423957843283,36423957859574,36423957859834,36423957915729,36423958156229,36423958935052,36423962505778,36423962744244,36423962926946,36423963524896,36423963734730,36423963745780,36423963771138,36423963774103,36423974050644,36423974140813
7533436263494,7533436263494,36423980354183,36423980824784,36423980824934,36423980845122,36423980927076,36423981989686,36423989570978,36423989574425,36423990298481,36423991283777,36423993718869,36423993739788,36423993740359,36423993771808,36423993946054,36423994980721,36423998574183,36423998869997,36423999106289,36423999681017,36424000013430,36424000029610,36424000057953,36424000061610,36424006218804,36424006277524
7533469551794,7533469551794,36424013541592,36424013992868,36424013992928,36424014027873,36424014094237,36424015193096,36424022083524,36424022086589,36424022678338,36424023563135,36424025464708,36424025476600,36424025476890,36424025506035,36424025691623,36424027086043,36424030526419,36424030782972,36424031013184,36424031577378,36424031751945,36424031766943,36424031807179,36424031811307,36424040714465,36424040803952
7533502848794,7533502848794,36424046997214,36424047438070,36424047438841,36424047483816,36424047568444,36424048828014,36424055621340,36424055624105,36424056158516,36424056950049,36424059156252,36424059170328,36424059171119,36424059188833,36424059409766,36424060641674,36424064024040,36424064239944,36424064489561,36424065008154,36424065277579,36424065293458,36424065338733,36424065342370,36424073395866,36424073465998
7533536132494,7533536132494,36424080082603,36424080540771,36424080540901,36424080582539,36424080649184,36424081848971,36424088773323,36424088776559,36424089558684,36424090580919,36424092990443,36424093013656,36424093014157,36424093037561,36424093244569,36424093761866,36424095236037,36424095332287,36424095420803,36424095807600,36424096034886,36424096052389,36424096093666,36424096096541,36424106632348,36424106698532
7533569420294,7533569420294,36424113181707,36424113594941,36424113595161,36424113622973,36424113684288,36424114722483,36424121122552,36424121125087,36424121866316,36424122840671,36424125737698,36424125764127,36424125764638,36424125792711,36424125957670,36424126353872,36424128612872,36424128752644,36424128890752,36424129285273,36424129474829,36424129486931,36424129515224,36424129517939,36424140863453,36424140935548
7533602710494,7533602710494,36424146982285,36424147494414,36424147494855,36424147548676,36424147658201,36424149134387,36424155964942,36424155967517,36424156683919,36424157810489,36424160526287,36424160544651,36424160545032,36424160573225,36424160944480,36424161757755,36424164982946,36424165249374,36424165459696,36424166039344,36424166256822,36424166288170,36424166322555,36424166325320,36424173947689,36424173998664
7533636000594,7533636000594,36424179606650,36424180057695,36424180058005,36424180098892,36424180171558,36424181355987,36424187928920,36424187931074,36424188658917,36424189516714,36424191666582,36424191691438,36424191692079,36424191737114,36424191957717,36424193179635,36424196866372,36424197175511,36424197423445,36424198129699,36424198322660,36424198338270,36424198370059,36424198373466,36424205461884,36424205526986
7533669287794,7533669287794,36424213238462,36424213672174,36424213672455,36424213704685,36424213763255,36424214837828,36424221191500,36424221193454,36424221922439,36424222797328,36424224866685,36424224886402,36424224886582,36424224904576,36424225139546,36424225572176,36424226939998,36424227022203,36424227118433,36424227514315,36424227891952,36424227904496,36424227948819,36424227951784,36424240165414,36424240222501
7533702578794,7533702578794,36424246437714,36424246866707,36424246866757,36424246897425,36424246958700,36424247948123,36424253896977,36424253898770,36424254566291,36424255470795,36424257444993,36424257465011,36424257465221,36424257481051,36424257623588,36424258614985,36424261300988,36424261468402,36424261696960,36424262278548,36424262428609,36424262441493,36424262471560,36424262490695,36424274459847,36424274539136
7533735887094,7533735887094,36424279970390,36424280421675,36424280421736,36424280453625,36424280552601,36424281717884,36424287866662,36424287868746,36424288600447,36424289391659,36424291644860,36424291676369,36424291676759,36424291706415,36424291894097,36424292330063,36424293955098,36424294075664,36424294214064,36424294722265,36424294879118,36424294891682,36424294919895,36424294923071,36424306159870,36424306225634
7533769157394,7533769157394,36424312927408,36424313382571,36424313382941,36424313414130,36424313501073,36424314597917,36424320842716,36424320845060,36424321550071,36424322221769,36424324278682,36424324307566,36424324307737,36424324344195,36424324582732,36424325086666,36424327553016,36424327742399,36424327943244,36424328509698,36424328662064,36424328673565,36424328707038,36424328709312,36424340534444,36424340607601
7533802446894,7533802446894,36424346406324,36424346845296,36424346845356,36424346873559,36424346935415,36424348134150,36424354592909,36424354594883,36424355212530,36424355940474,36424358019599,36424358035338,36424358036029,36424358071496,36424358318108,36424359283996,36424361729405,36424361897018,36424362122001,36424362575443,36424362743087,36424362754959,36424362783353,36424362786779,36424373328156,36424373384842
7533835734894,7533835734894,36424379706234,36424380230787,36424380231298,36424380269970,36424380338438,36424381376453,36424387613186,36424387615069,36424388359243,36424389108377,36424391100198,36424391115106,36424391115597,36424391134713,36424391696535,36424392097959,36424392936239,36424392981604,36424393054981,36424393534088,36424393713904,36424393726137,36424393758288,36424393761273,36424406552395,36424406632675
7533869025594,7533869025594,36424412895487,36424413335131,36424413335261,36424413362983,36424413418066,36424414372584,36424420852713,36424420854707,36424421576369,36424422356330,36424424228397,36424424238105,36424424238516,36424424272079,36424424481771,36424424929461,36424426091287,36424426155967,36424426249001,36424426758066,36424426921993,36424426934937,36424426961126,36424426964001,36424440801072,36424440887174
7533902342794,7533902342794,36424446804558,36424447291120,36424447291260,36424447320134,36424447396397,36424448622254,36424455272732,36424455275307,36424456018329,36424456831853,36424458889397,36424458915035,36424458915876,36424458947586,36424459182766,36424459463112,36424460486650,36424460545420,36424460612877,36424460966287,36424461272762,36424461285626,36424461312947,36424461316554,36424472585974,36424472655224
7533935605194,7533935605194,36424480321896,36424480786025,36424480786076,36424480828174,36424480887335,36424481898940,36424488136415,36424488138268,36424488894335,36424489847570,36424491796591,36424491821839,36424491822019,36424491841816,36424492022414,36424492396966,36424493642139,36424493700980,36424493834952,36424494256089,36424494418493,36424494431297,36424494470250,36424494474398,36424507126419,36424507195057
7533968893994,7533968893994,36424512705971,36424513179388,36424513179588,36424513209103,36424513271961,36424514483841,36424521309778,36424521311792,36424522091923,36424522952125,36424524881209,36424524908660,36424524909161,36424524941071,36424525114746,36424525530244,36424527952090,36424528156062,36424528392546,36424528836027,36424528999453,36424529020493,36424529045389,36424529049166,36424539914410,36424539979211
7534002202294,7534002202294,36424546260678,36424546712705,36424546712845,36424546742391,36424546812602,36424547869472,36424554473143,36424554475197,36424555315591,36424556239562,36424558277339,36424558314699,36424558314980,36424558342321,36424558539600,36424559503876,36424561869447,36424562016914,36424562232387,36424562744577,36424562878188,36424562889890,36424562927981,36424562932560,36424573173063,36424573247933
7534035477294,7534035477294,36424579423943,36424579870068,36424579870129,36424579903271,36424579973412,36424581116644,36424587962869,36424587964912,36424588806810,36424589629831,36424591987167,36424592012925,36424592013196,36424592040788,36424592249308,36424593215980,36424595649669,36424595802464,36424596023779,36424596499570,36424596665561,36424596676301,36424596704644,36424596707329,36424607376516,36424607452428
